yelpPage,priceRange,exactZipcode,latitude,longitude
https://www.yelp.com/biz/jacks-art-gallery-new-york-2,Pricey,10025,40.804753,-73.9666047
https://www.yelp.com/biz/sneaker-q-new-york,Ultra High-End,10037,40.8203342,-73.9367325
https://www.yelp.com/biz/variazioni-new-york-11,Pricey,10025,40.7980491,-73.9696589
https://www.yelp.com/biz/three-sisters-deli-new-york,Inexpensive,10026,40.8045053374607,-73.9550732689441
https://www.yelp.com/biz/pretty-girl-new-york-3,,10035,40.7984561,-73.940011
https://www.yelp.com/biz/comfort-care-pharmacy-incorporated-new-york,,10035,40.8022158,-73.9392397
https://www.yelp.com/biz/marshalls-bronx-3,Moderate,,40.8216989,-73.9301087
https://www.yelp.com/biz/fast-cash-of-apollo-new-york-24,,10031,40.8093504,-73.9499332
https://www.yelp.com/biz/voila-movers-manhattan-3,,,40.7999209,-73.9683102
https://www.yelp.com/biz/galeria-da-guerrilla-garden-new-york,,10029,40.7975045795479,-73.9395070821047
https://www.yelp.com/biz/edible-arrangements-new-york-city-4,Ultra High-End,10029,40.7874223,-73.9480828
https://www.yelp.com/biz/foot-locker-new-york-2,Pricey,10027,40.8096997,-73.9507234
https://www.yelp.com/biz/face-values-and-beyond-new-york-5,Moderate,10024,40.7907217,-73.9751133
https://www.yelp.com/biz/norman-salant-music-new-york,,10025,40.7970036,-73.9612159
https://www.yelp.com/biz/columbia-university-bookstore-new-york,Pricey,10025,40.8070487,-73.9641012
https://www.yelp.com/biz/zahavi-and-schwartz-paramus,,,40.9243008,-74.0639369
https://www.yelp.com/biz/studio-323-new-york-new-york,,10029,40.7915016164582,-73.940047277771
https://www.yelp.com/biz/the-den-luxury-group-manhattan,,10029,40.7960575,-73.943995
https://www.yelp.com/biz/hats-by-bunn-new-york,Moderate,10030,40.8146517,-73.9437431
https://www.yelp.com/biz/cbgs-new-york,,10035,40.7980938,-73.932881
https://www.yelp.com/biz/glamour-new-york-new-york,,10029,40.7985172,-73.9406319
https://www.yelp.com/biz/u-haul-neighborhood-dealer-new-york-city-9,,10035,40.7968414,-73.9345573
https://www.yelp.com/biz/am-pm-mens-store-new-york,Inexpensive,10029,40.7920134,-73.9441188
https://www.yelp.com/biz/lazarus-dept-store-new-york,Inexpensive,10027,40.8094883,-73.9507233
https://www.yelp.com/biz/antique-barber-new-york,,10027,40.8123456,-73.9549955
https://www.yelp.com/biz/next-fashion-of-new-york-new-york,,10029,40.7988691,-73.9426181
https://www.yelp.com/biz/electronic-outlets-incorporated-new-york,,10027,40.8089678,-73.9488028
https://www.yelp.com/biz/delancey-leather-fashion-new-york,,10027,40.810537,-73.951461
https://www.yelp.com/biz/golden-ice-jewelry-new-york,,10027,40.8074063,-73.9453045
https://www.yelp.com/biz/imt-boutique-hoboken,Moderate,,40.7358205032288,-74.0284462558197
https://www.yelp.com/biz/marilyns-new-york-boutique-new-york-2,,10027,40.807902,-73.95506
https://www.yelp.com/biz/caribbean-cultural-center-african-diaspora-institute-new-york,,10035,40.8044915,-73.9381033
https://www.yelp.com/biz/azteca-western-wear-new-york,Moderate,10029,40.7973747,-73.939196
https://www.yelp.com/biz/harlem-rx-new-york,Ultra High-End,10026,40.802017,-73.9501095
https://www.yelp.com/biz/corner-bookstore-new-york,Moderate,10128,40.7851121,-73.9554301
https://www.yelp.com/biz/queridos-barber-shop-new-york,,10025,40.8005824,-73.9615029
https://www.yelp.com/biz/san-martin-jewelers-new-york,Pricey,10031,40.8203828,-73.9545237
https://www.yelp.com/biz/hartley-chemists-new-york,Moderate,10027,40.8091088,-73.9591765
https://www.yelp.com/biz/ny-city-moving-boxes-manhattan,,10128,40.785611,-73.951381
https://www.yelp.com/biz/spoiled-girl-new-york,,10035,40.798293,-73.9400931
https://www.yelp.com/biz/american-outlet-118-new-york,Moderate,10035,40.7989241,-73.9389878
https://www.yelp.com/biz/boxper-com-new-york,Moderate,10128,40.7833517,-73.947394
https://www.yelp.com/biz/bonpoint-new-york,Pricey,10128,40.7837737,-73.9564214
